id,fecha,monto,tipo
92,2024-06-30,3472,debito
93,2024-01-15,3233,debito
94,2024-03-22,1734,credito
95,2024-03-22,1926,debito
96,2024-09-10,2789,credito
97,2024-06-30,2976,credito
98,2024-12-01,2812,debito
99,2024-06-30,1562,credito
100,2024-12-01,3659,credito
101,2024-06-30,3674,debito
102,2024-12-01,1657,credito
103,2024-09-10,113,debito
104,2024-01-15,2804,credito
105,2024-01-15,2560,credito
106,2024-06-30,3396,credito
107,2024-03-22,3544,credito
108,2024-03-22,4762,credito
109,2024-01-15,2589,credito
110,2024-12-01,2739,credito
111,2024-03-22,4287,credito
112,2024-03-22,794,credito
113,2024-12-01,2845,debito
114,2024-03-22,2642,debito
115,2024-03-22,300,debito
116,2024-09-10,696,credito
117,2024-12-01,1692,credito
118,2024-03-22,1308,debito
119,2024-01-15,3582,debito
120,2024-12-01,3905,debito
121,2024-01-15,3839,debito
122,2024-12-01,4678,credito
123,2024-09-10,4235,credito
124,2024-12-01,3752,debito
125,2024-09-10,3786,credito
126,2024-06-30,4370,credito
127,2024-06-30,3703,debito
128,2024-03-22,2325,credito
129,2024-12-01,760,debito
130,2024-09-10,1351,debito
131,2024-09-10,2810,credito
132,2024-03-22,3541,credito
133,2024-12-01,260,credito
134,2024-06-30,2546,credito
135,2024-09-10,4509,debito
136,2024-06-30,3670,credito
137,2024-06-30,3412,debito
138,2024-03-22,4475,debito
139,2024-12-01,4723,debito
140,2024-09-10,1211,credito
141,2024-06-30,3205,credito
142,2024-06-30,2864,credito
143,2024-09-10,2166,debito
144,2024-12-01,526,credito
145,2024-01-15,429,debito
146,2024-03-22,266,debito
147,2024-09-10,1037,debito
148,2024-06-30,3121,debito
149,2024-01-15,1441,credito
150,2024-01-15,2655,credito
151,2024-03-22,722,debito
152,2024-06-30,1091,debito
153,2024-09-10,3135,debito
154,2024-06-30,203,credito
155,2024-01-15,3651,credito
156,2024-09-10,1353,credito
157,2024-12-01,2312,credito
158,2024-12-01,2298,credito
159,2024-01-15,2384,credito
160,2024-09-10,4768,credito
161,2024-09-10,2762,debito
162,2024-06-30,2216,credito
163,2024-12-01,2363,debito
164,2024-03-22,801,debito
165,2024-09-10,4648,debito
166,2024-09-10,3771,debito
167,2024-03-22,3412,debito
168,2024-12-01,3123,credito
169,2024-06-30,3585,credito
170,2024-09-10,2319,credito
171,2024-01-15,1677,credito
172,2024-12-01,1616,debito
173,2024-09-10,2365,credito
174,2024-03-22,0,debito
175,2024-06-30,215,debito
176,2024-01-15,4633,credito
177,2024-03-22,4121,debito
178,2024-12-01,2429,credito
179,2024-06-30,1610,debito
180,2024-09-10,1034,debito
181,2024-01-15,4826,debito
182,2024-12-01,2589,debito
183,2024-01-15,4671,desconocido
184,2024-12-01,1948,credito
185,2024-09-10,2535,credito
186,2024-12-01,593,debito
187,2024-03-22,1828,credito
188,2024-03-22,2064,debito
189,2024-03-22,121,credito
190,2024-12-01,3949,credito
191,2024-06-30,2416,credito
192,2024-03-22,2267,debito
193,2024-12-01,1941,debito
194,2024-03-22,684,debito
195,2024-06-30,4974,credito
196,2024-09-10,2591,credito
197,2024-12-01,4523,credito
198,2024-12-01,426,credito
199,2024-12-01,2151,debito
200,2024-12-01,4909,debito
201,17/06/2024,4820,debito
202,2024-03-22,3954,credito
203,2024-03-22,4895,credito
204,2024-09-10,847,credito
205,2024-06-30,2730,debito
206,2024-06-30,3472,credito
207,2024-09-10,4606,debito
208,2024-06-30,2167,credito
209,2024-09-10,4315,debito
210,2024-12-01,3884,credito
211,2024-12-01,3063,credito
212,2024-01-15,1767,credito
213,2024-06-30,3689,credito
214,2024-12-01,2060,debito
215,2024-01-15,4624,credito
216,2024-01-15,3880,debito
217,2024-03-22,4182,credito
218,2024-06-30,3503,credito
219,2024-03-22,0,debito
220,2024-12-01,4263,debito
221,2024-06-30,3499,credito
222,2024-12-01,2288,debito
223,2024-06-30,4908,credito
224,2024-09-10,4512,credito
225,2024-12-01,4551,credito
226,2024-06-30,1645,debito
227,2024-03-22,3465,debito
228,2024-09-10,3223,credito
229,2024-03-22,0,debito
230,2024-12-01,2819,debito
231,2024-09-10,916,credito
232,2024-03-22,3458,debito
233,2024-06-30,2873,credito
234,2024-06-30,4471,credito
235,2024-09-10,4532,debito
236,2024-03-22,2454,debito
237,2024-09-10,906,debito
238,2024-06-30,337,debito
239,2024-01-15,2503,credito
240,2024-03-22,2100,credito
241,2024-03-22,1492,debito
242,2024-09-10,2072,credito
243,2024-03-22,2002,credito
244,2024-09-10,2191,debito
245,2024-09-10,2456,debito
246,2024-06-30,4913,credito
247,2024-09-10,2148,credito
248,2024-03-22,3251,credito
249,2024-09-10,4785,credito
250,2024-06-30,279,credito
251,2024-12-01,501,credito
252,2024-06-30,1985,credito
253,2024-03-22,2153,debito
254,2024-01-15,2630,credito
255,2024-06-30,1176,debito
256,2024-06-30,3503,debito
257,2024-12-01,3097,credito
258,2024-06-30,4047,credito
259,2024-06-30,1043,credito
260,2024-03-22,1948,credito
261,2024-12-01,3096,debito
262,2024-01-15,2266,debito
263,2024-06-30,4888,credito
264,2024-06-30,987,debito
265,2024-12-01,4699,credito
266,2024-03-22,617,credito
267,2024-06-30,3444,debito
268,2024-01-15,2593,credito
269,2024-03-22,4503,debito
270,2024-06-30,4525,credito
271,2024-03-22,3498,debito
272,2024-12-01,3443,credito
273,2024-06-30,1879,credito
274,2024-03-22,3071,debito
275,2024-06-30,,credito
276,2024-06-30,1654,debito
277,2024-09-10,850,debito
278,2024-12-01,274,debito
279,2024-03-22,1131,debito
280,2024-12-01,1797,debito
281,2024-03-22,2791,debito
282,2024-12-01,123,credito
283,2024-03-22,1164,credito
284,2024-01-15,311,debito
285,2024-03-22,4923,credito
286,2024-06-30,529,debito
287,2024-12-01,1031,debito
288,2024-06-30,4304,debito
289,2024-03-22,455,credito
290,2024-01-15,598,credito
291,2024-09-10,984,credito
292,2024-09-10,702,debito
293,2024-03-22,638,debito
294,2024-12-01,4592,credito
295,2024-12-01,4446,credito
296,2024-12-01,3624,debito
297,2024-01-15,4616,debito
298,2024-03-22,3489,credito
299,2024-09-10,3507,debito
300,2024-06-30,2188,credito
301,2024-09-10,649,debito
302,2024-01-15,3637,debito
303,2024-06-30,1165,debito
304,2024-12-01,4701,credito
305,2024-09-10,2996,credito
306,2024-01-15,2456,credito
307,2024-12-01,4256,debito
308,2024-09-10,1937,debito
309,2024-12-01,3111,debito
310,2024-12-01,1952,credito
311,2024-12-01,4660,debito
312,2024-06-30,337,debito
313,2024-06-30,2883,credito
314,2024-03-22,4739,credito
315,2024-01-15,851,debito
316,2024-09-10,2892,debito
317,2024-06-30,4749,debito
318,2024-03-22,1389,debito
319,2024-06-30,3729,credito
320,2024-09-10,3492,credito
321,2024-12-01,1032,credito
322,2024-06-30,4958,credito
323,2024-06-30,472,debito
324,2024-12-01,548,debito
325,2024-03-22,1224,credito
326,2024-01-15,163,credito
327,2024-03-22,1158,credito
328,2024-03-22,4198,credito
329,2024-01-15,3673,debito
330,2024-01-15,2664,credito
331,2024-09-10,2471,debito
332,2024-06-30,1507,credito
333,2024-06-30,821,credito
334,2024-03-22,3669,credito
335,2024-09-10,2641,credito
336,2024-03-22,725,debito
337,2024-03-22,2962,credito
338,2024-03-22,2035,debito
339,2024-03-22,1521,debito
340,2024-01-15,1551,credito
341,2024-12-01,4847,credito
342,2024-12-01,2747,credito
343,2024-01-15,3941,credito
344,2024-06-30,4944,debito
345,2024-01-15,2642,credito
346,2024-01-15,3120,credito
347,2024-01-15,4966,credito
348,2024-12-01,436,credito
349,2024-12-01,1642,credito
350,2024-12-01,1335,debito
351,2024-06-30,790,debito
352,2024-09-10,3699,debito
353,2024-06-30,3273,credito
354,2024-12-01,528,credito
355,2024-01-15,4670,credito
356,2024-12-01,1331,credito
357,2024-03-22,2965,credito
358,2024-09-10,1156,debito
359,2024-09-10,2790,debito
360,2024-12-01,865,credito
361,2024-01-15,3070,credito
362,2024-03-22,2899,credito
363,2024-03-22,1369,debito
364,2024-01-15,4258,debito
365,2024-12-01,1173,credito
366,2024-03-22,1456,credito
367,2024-06-30,2045,credito
368,2024-09-10,2016,debito
369,2024-09-10,1689,credito
370,2024-12-01,3709,credito
371,2024-09-10,4219,credito
372,2024-03-22,1233,credito
373,2024-09-10,3140,debito
374,2024-12-01,1121,credito
375,2024-03-22,2334,credito
376,2024-03-22,3683,debito
377,2024-03-22,3795,credito
378,2024-09-10,536,credito
379,2024-03-22,3263,debito
380,2024-01-15,2710,debito
381,2024-06-30,1296,debito
382,2024-09-10,1236,credito
383,2024-01-15,749,debito
384,2024-03-22,4595,credito
385,2024-06-30,2046,credito
386,2024-03-22,3539,credito
387,2024-09-10,4988,debito
388,2024-12-01,2081,debito
389,2024-01-15,2990,debito
390,2024-03-22,801,credito
391,2024-12-01,4557,debito
392,2024-09-10,456,credito
393,2024-06-30,,debito
394,2024-01-15,2924,debito
395,2024-01-15,4866,credito
396,2024-06-30,4572,credito
397,2024-03-22,3906,credito
398,2024-03-22,616,credito
399,2024-03-22,458,debito
400,2024-06-30,2640,credito
401,2024-12-01,0,credito
402,2024-03-22,2443,credito
403,2024-01-15,2819,credito
404,2024-06-30,3679,credito
405,2024-09-10,2877,debito
406,2024-09-10,3109,credito
407,2024-09-10,746,credito
408,2024-03-22,4568,credito
409,2024-01-15,2786,credito
410,2024-12-01,3590,debito
411,2024-06-30,3762,debito
412,2024-06-30,3663,credito
413,2024-01-15,714,credito
414,2024-03-22,355,debito
415,2024-09-10,385,debito
416,2024-06-30,3066,credito
417,2024-01-15,1356,credito
418,2024-06-30,3736,debito
419,2024-12-01,3106,credito
420,2024-06-30,2144,debito
421,2024-03-22,4188,credito
422,2024-01-15,2244,credito
423,2024-03-22,2439,credito
424,2024-03-22,706,credito
425,2024-09-10,819,credito
426,2024-01-15,4605,credito
427,2024-03-22,1526,credito
428,2024-01-15,1746,debito
429,2024-09-10,315,credito
430,2024-06-30,3928,debito
431,2024-01-15,638,credito
432,2024-09-10,4406,credito
433,2024-12-01,704,debito
434,2024-01-15,3786,credito
435,2024-06-30,1151,debito
436,2024-03-22,3644,debito
437,2024-12-01,1353,credito
438,2024-06-30,1947,credito
439,2024-12-01,2426,debito
440,2024-12-01,2348,debito
441,2024-12-01,4470,debito
442,2024-03-22,4948,debito
443,2024-12-01,2865,debito
444,2024-01-15,765,debito
445,2024-12-01,2268,debito
446,2024-09-10,348,credito
447,2024-12-01,2472,credito
448,2024-09-10,2536,credito
449,2024-01-15,1394,credito
450,2024-09-10,1771,credito
451,2024-06-30,2715,credito
452,2024-03-22,3135,debito
453,2024-09-10,1103,credito
454,2024-03-22,893,debito
455,2024-09-10,3525,debito
456,2024-03-22,2782,credito
457,2024-03-22,4181,credito
458,2024-06-30,4174,debito
459,2024-09-10,4240,credito
460,2024-03-22,4878,credito
461,2024-06-30,4154,credito
462,2024-01-15,980,credito
463,2024-06-30,3096,credito
464,2024-09-10,519,debito
465,2024-06-30,702,credito
466,2024-12-01,2391,debito
467,2024-01-15,3326,credito
468,2024-06-30,4669,credito
469,2024-03-22,4270,credito
470,2024-01-15,418,debito
471,2024-09-10,4354,credito
472,2024-12-01,1245,credito
473,2024-06-30,1431,credito
474,2024-06-30,4963,desconocido
475,2024-12-01,4460,credito
476,2024-06-30,3990,debito
477,2024-01-15,3512,credito
478,2024-01-15,4989,credito
479,2024-12-01,4831,debito
480,2024-12-01,4035,debito
481,2024-12-01,3214,debito
482,2024-03-22,358,debito
483,2024-09-10,2669,credito
484,2024-03-22,3461,credito
485,2024-01-15,1231,debito
486,2024-09-10,4404,credito
487,2024-03-22,3865,credito
488,2024-06-30,4066,debito
489,2024-06-30,4671,credito
490,2024-06-30,2467,debito
491,2024-09-10,2697,credito
492,2024-06-30,2457,debito
493,2024-12-01,3210,credito
494,2024-03-22,2479,debito
495,2024-01-15,2937,credito
496,2024-09-10,1852,debito
497,2024-06-30,4704,credito
498,2024-12-01,4907,debito
499,2024-12-01,1948,debito
500,2024-09-10,2805,credito
501,2024-03-22,142,debito
502,2024-09-10,4011,debito
503,2024-06-30,2731,credito
504,2024-01-15,4803,debito
505,2024-01-15,1534,credito
506,2024-03-22,397,credito
507,2024-03-22,2471,debito
508,2024-12-01,979,credito
509,2024-12-01,4395,credito
510,2024-03-22,4230,credito
511,2024-01-15,2808,debito
512,2024-06-30,1625,debito
513,2024-06-30,4751,debito
514,2024-09-10,3603,credito
515,2024-01-15,1613,debito
516,2024-03-22,155,credito
517,2024-09-10,2287,credito
518,2024-12-01,193,credito
519,2024-03-22,608,debito
520,2024-03-22,3421,credito
521,2024-06-30,3110,debito
522,2024-03-22,4017,debito
523,2024-12-01,3160,credito
524,2024-09-10,4503,debito
525,2024-12-01,770,credito
526,2024-06-30,739,debito
527,2024-12-01,4240,debito
528,2024-03-22,1447,credito
529,2024-09-10,1052,debito
530,2024-09-10,844,credito
531,2024-09-10,1180,credito
532,2024-01-15,4677,credito
533,2024-06-30,278,credito
534,2024-01-15,1885,debito
535,2024-06-30,622,debito
536,2024-01-15,3967,debito
537,2024-03-22,1209,credito
538,2024-09-10,3774,credito
539,2024-12-01,1189,credito
540,2024-12-01,3319,debito
541,2024-03-22,128,debito
542,2024-09-10,4560,credito
543,2024-03-22,2127,credito
544,2024-06-30,1644,debito
545,2024-09-10,228,debito
546,2024-01-15,4965,debito
547,2024-01-15,2104,debito
548,2024-03-22,4521,debito
549,2024-01-15,1247,credito
550,2024-12-01,2712,credito
551,2024-03-22,4370,debito
552,2024-06-30,599,debito
553,2024-09-10,4653,credito
554,2024-06-30,3222,credito
555,2024-09-10,1322,credito
556,2024-12-01,3979,debito
557,2024-06-30,1282,credito
558,2024-12-01,3480,credito
559,2024-03-22,3281,debito
560,2024-06-30,747,credito
561,2024-01-15,4487,debito
562,2024-09-10,423,debito
563,2024-12-01,4678,debito
564,2024-06-30,2583,debito
565,2024-03-22,1061,credito
566,2024-12-01,1775,credito
567,2024-12-01,2734,credito
568,2024-12-01,3043,credito
569,2024-12-01,4173,credito
570,2024-09-10,2723,debito
571,2024-09-10,474,debito
572,2024-01-15,2236,credito
573,2024-03-22,2802,debito
574,2024-03-22,4190,credito
575,2024-09-10,4118,credito
576,2024-06-30,1486,debito
577,2024-09-10,1607,debito
578,2024-01-15,497,debito
579,2024-03-22,656,debito
580,2024-12-01,3835,credito
581,2024-12-01,4058,credito
582,2024-12-01,4619,credito
583,2024-12-01,2350,credito
584,2024-09-10,1568,debito
585,2024-12-01,1319,debito
586,2024-12-01,2167,credito
587,2024-09-10,747,credito
588,2024-09-10,4728,debito
589,2024-03-22,2557,invalid
590,2024-01-15,865,credito
591,2024-12-01,3999,debito
592,2024-03-22,777,credito
593,2024-06-30,4735,debito
594,2024-01-15,1982,debito
595,2024-12-01,3995,credito
596,2024-01-15,2396,debito
597,2024-06-30,228,debito
598,2024-09-10,730,credito
599,2024-03-22,4742,credito
600,2024-12-01,2817,credito
601,2024-03-22,742,credito
602,2024-09-10,2001,debito
603,2024-12-01,4979,credito
604,2024-06-30,342,credito
605,2024-09-10,4119,debito
606,2024-09-10,3637,debito
607,2024-09-10,802,credito
608,2024-01-15,772,credito
609,2024-03-22,3291,credito
610,2024-01-15,142,credito
611,2024-06-30,937,debito
612,2024-09-10,3776,credito
613,2024-01-15,2999,debito
614,2024-06-30,3255,debito
615,2024-09-10,793,debito
616,2024-03-22,3218,debito
617,2024-06-30,2298,credito
618,2024-03-22,3660,credito
619,2024-09-10,730,credito
620,2024-03-22,4161,debito
621,2024-03-22,2595,debito
622,2024-06-30,3212,credito
623,2024-09-10,4969,debito
624,2024-12-01,1745,credito
625,2024-09-10,2714,credito
626,2024-09-10,4817,debito
627,2024-06-30,3318,credito
628,2024-12-01,1736,debito
629,2024-12-01,320,credito
630,2024-03-22,3691,credito
631,2024-01-15,3451,credito
632,2024-06-30,2082,credito
633,2024-09-10,3188,debito
634,2024-12-01,4025,credito
635,2024-09-10,4553,debito
636,2024-06-30,4498,debito
637,2024-03-22,3008,debito
638,2024-01-15,4713,credito
639,2024-06-30,3626,debito
640,2024-06-30,1918,debito
641,2024-09-10,3893,debito
642,2024-01-15,4054,debito
643,2024-01-15,1050,debito
644,2024-06-30,3830,debito
645,2024-06-30,4000,debito
646,2024-09-10,2712,debito
647,2024-01-15,285,credito
648,2024-03-22,2098,debito
649,2024-06-30,4686,credito
650,2024-03-22,3418,debito
651,2024-09-10,3340,debito
652,2024-03-22,3782,credito
653,2024-03-22,1785,credito
654,2024-01-15,4829,debito
655,2024-12-01,1631,credito
656,2024-09-10,1033,credito
657,2024-09-10,4423,credito
658,2024-12-01,3315,debito
659,2024-09-10,1513,credito
660,2024-12-01,794,debito
661,2024-03-22,2601,debito
662,2024-03-22,4284,credito
663,2024-03-22,4808,credito
664,2024-09-10,4502,debito
665,2024-09-10,2466,debito
666,2024-09-10,539,credito
667,2024-09-10,1218,debito
668,2024-12-01,4240,credito
669,2024-09-10,3504,credito
670,2024-01-15,4731,debito
671,2024-03-22,2492,debito
672,2024-12-01,2464,debito
673,2024-12-01,4157,debito
674,2024-06-30,4549,credito
675,2024-01-15,3715,debito
676,2024-01-15,,debito
677,2024-01-15,3784,credito
678,2024-01-15,3696,debito
679,2024-03-22,1819,credito
680,2024-12-01,3607,debito
681,2024-03-22,1795,debito
682,2024-12-01,2402,debito
683,2024-06-30,2470,credito
684,2024-12-01,880,debito
685,2024-09-10,585,credito
686,2024-03-22,1187,debito
687,2024-06-30,2127,credito
688,2024-12-01,2301,credito
689,2024-01-15,862,credito
690,2024-06-30,3123,credito
691,2024-06-30,4867,debito
692,2024-01-15,3855,credito
693,2024-12-01,3358,debito
694,2024-03-22,4152,credito
695,2024-06-30,2866,debito
696,2024-09-10,2915,debito
697,2024-09-10,233,debito
698,2024-03-22,3715,credito
699,2024-09-10,1757,debito
700,2024-06-30,1402,credito
701,2024-06-30,2151,debito
702,2024-03-22,524,credito
703,2024-03-22,3616,debito
704,2024-01-15,1848,credito
705,2024-12-01,1952,credito
706,2024-06-30,1087,credito
707,2024-09-10,680,debito
708,2024-01-15,945,credito
709,2024-06-30,1223,credito
710,2024-03-22,1270,debito
711,2024-01-15,1444,credito
712,2024-03-22,1340,credito
713,2024-09-10,1879,debito
714,2024-03-22,1108,credito
715,2024-09-10,2676,debito
716,2024-01-15,2132,credito
717,2024-01-15,2571,debito
718,2024-12-01,1645,credito
719,2024-01-15,2060,credito
720,2024-03-22,4192,debito
721,2024-01-15,3058,credito
722,2024-12-01,3547,credito
723,2024-03-22,3958,debito
724,2024-01-15,212,credito
725,2024-01-15,3360,credito
726,2024-12-01,3503,credito
727,2024-01-15,4495,debito
728,2024-06-30,747,debito
729,2024-03-22,4494,credito
730,2024-01-15,2640,credito
731,2024-03-22,574,debito
732,2024-09-10,1050,credito
733,2024-01-15,2633,debito
734,2024-03-22,192,debito
735,2024-06-30,4384,credito
736,2024-03-22,2301,debito
737,2024-01-15,2844,credito
738,2024-01-15,2254,debito
739,2024-12-01,3050,debito
740,2024-12-01,1467,credito
741,2024-01-15,4801,debito
742,2024-12-01,121,debito
743,2024-01-15,2103,debito
744,2024-09-10,1329,debito
745,2024-01-15,4629,credito
746,2024-03-22,3509,credito
747,2024-01-15,4782,credito
748,2024-01-15,1569,debito
749,2024-01-15,3384,debito
750,2024-06-30,2645,credito
751,2024-09-10,165,credito
752,2024-12-01,2589,debito
753,2024-12-01,4141,debito
754,2024-12-01,2108,debito
755,2024-09-10,295,debito
756,2024-01-15,2844,debito
757,2024-09-10,2619,debito
758,2024-03-22,3539,credito
759,2024-03-22,2392,debito
760,2024-03-22,4357,credito
761,2024-06-30,3855,debito
762,2024-12-01,1193,credito
763,2024-12-01,610,credito
764,2024-03-22,2039,credito
765,2024-06-30,3319,credito
766,2024-06-30,2013,debito
767,2024-03-22,4889,debito
768,2024-03-22,3782,credito
769,2024-01-15,4490,credito
770,2024-03-22,3802,credito
771,2024-01-15,840,debito
772,2024-06-30,430,debito
773,2024-06-30,1315,debito
774,2024-06-30,3346,debito
775,2024-06-30,1524,debito
776,2024-09-10,4654,debito
777,2024-01-15,1245,debito
778,2024-03-22,1170,debito
779,2024-06-30,788,credito
780,2024-01-15,278,debito
781,2024-09-10,1155,debito
782,2024-06-30,1103,debito
783,2024-01-15,1476,credito
784,2024-09-10,4164,debito
785,2024-09-10,1515,credito
786,2024-03-22,2352,credito
787,2024-03-22,383,debito
788,2024-09-10,3475,credito
789,2024-06-30,3237,debito
790,2024-12-01,2141,debito
791,2024-06-30,0,credito
792,2024-12-01,4215,credito
793,2024-03-22,313,credito
794,2024-01-15,2401,debito
795,2024-09-10,4437,credito
796,2024-03-22,1407,debito
797,2024-03-22,2283,debito
798,2024-03-22,4816,credito
799,2024-03-22,1542,debito
800,2024-06-30,4946,debito
801,2024-06-30,4750,debito
802,2024-03-22,4132,credito
803,2024-01-15,839,debito
804,2024-03-22,263,credito
805,2024-12-01,1750,debito
806,2024-03-22,2750,debito
807,2024-12-01,1260,debito
808,2024-06-30,694,credito
809,2024-09-10,4900,debito
810,2024-06-30,1217,debito
811,2024-09-10,4091,credito
812,2024-12-01,3023,debito
813,2024-03-22,3199,credito
814,2024-06-30,1143,debito
815,2024-12-01,3307,debito
816,2024-06-30,1909,debito
817,2024-03-22,2812,debito
818,2024-06-30,1475,debito
819,2024-06-30,3758,debito
820,2024-03-22,655,credito
821,2024-01-15,110,debito
822,2024-09-10,1462,credito
823,2024-09-10,2977,credito
824,2024-09-10,4835,debito
825,2024-01-15,373,credito
826,2024-06-30,957,debito
827,2024-09-10,1418,debito
828,2024-01-15,2868,credito
829,2024-09-10,1451,credito
830,2024-01-15,2812,debito
831,2024-09-10,4639,credito
832,2024-06-30,2045,debito
833,2024-12-01,4602,credito
834,2024-06-30,131,credito
835,2024-12-01,4034,debito
836,2024-03-22,1499,credito
837,2024-09-10,1046,credito
838,2024-09-10,4106,credito
839,2024-12-01,3274,debito
840,2024-09-10,3126,debito
841,2024-06-30,3702,credito
842,2024-06-30,4722,debito
843,2024-01-15,802,credito
844,2024-09-10,4931,debito
845,2024-09-10,4380,credito
846,2024-09-10,4791,debito
847,2024-01-15,3334,debito
848,2024-12-01,4781,debito
849,2024-09-10,1516,debito
850,2024-03-22,1133,debito
851,2024-09-10,1754,debito
852,2024-06-30,2719,debito
853,2024-12-01,3355,credito
854,2024-12-01,3853,debito
855,2024-12-01,4913,credito
856,2024-03-22,1314,debito
857,2024-12-01,927,credito
858,2024-06-30,3466,credito
859,2024-09-10,4786,credito
860,2024-06-30,3401,debito
861,2024-09-10,417,credito
862,2024-06-30,2046,debito
863,2024-06-30,3151,debito
864,2024-06-30,2647,credito
865,2024-01-15,1967,debito
866,2024-09-10,2728,credito
867,2024-12-01,831,debito
868,2024-09-10,4068,credito
869,2024-12-01,1402,debito
870,2024-12-01,3404,debito
871,2024-12-01,4758,debito
872,2024-03-22,572,debito
873,2024-01-15,3052,debito
874,2024-09-10,4237,credito
875,2024-01-15,350,debito
876,2024-12-01,3754,debito
877,2024-09-10,4907,credito
878,2024-06-30,840,credito
879,2024-01-15,1434,debito
880,2024-03-22,1793,credito
881,2024-12-01,264,debito
882,2024-03-22,1518,debito
883,2024-12-01,2602,credito
884,2024-09-10,2956,credito
885,2024-09-10,2575,credito
886,2024-01-15,4290,credito
887,2024-12-01,2415,credito
888,2024-09-10,622,credito
889,2024-06-30,0,credito
890,2024-06-30,1643,debito
891,2024-03-22,565,credito
892,2024-03-22,308,credito
893,17/06/2024,3528,credito
894,2024-01-15,4876,debito
895,2024-03-22,4479,credito
896,2024-06-30,4255,credito
897,2024-12-01,1583,credito
898,2024-03-22,2218,debito
899,2024-06-30,831,debito
900,2024-06-30,3544,credito
901,2024-12-01,2508,credito
902,2024-09-10,539,debito
903,2024-03-22,4199,debito
904,2024-09-10,4440,credito
905,2024-03-22,1225,debito
906,2024-12-01,3848,debito
907,2024-03-22,762,credito
908,2024-03-22,2667,debito
909,2024-06-30,1815,debito
910,2024-03-22,4110,debito
911,2024-09-10,3617,credito
912,2024-09-10,3240,debito
913,2024-03-22,3156,debito
914,2024-12-01,1661,debito
915,2024-03-22,1953,credito
916,2024-01-15,3242,credito
917,2024-01-15,2542,credito
918,2024-12-01,4985,credito
919,2024-03-22,2907,credito
920,2024-03-22,1450,credito
921,2024-03-22,1174,debito
922,2024-12-01,4233,debito
923,2024-01-15,3173,credito
924,2024-12-01,498,debito
925,2024-01-15,495,debito
926,2024-09-10,1112,credito
927,2024-03-22,1783,debito
928,2024-01-15,4362,credito
929,2024-03-22,3531,debito
930,2024-12-01,1064,credito
931,2024-01-15,4177,debito
932,2024-06-30,4385,debito
933,2024-09-10,2519,debito
934,2024-09-10,1801,credito
935,2024-01-15,204,debito
936,2024-12-01,4147,debito
937,2024-12-01,714,debito
938,2024-03-22,3841,credito
939,2024-01-15,917,debito
940,2024-06-30,3050,credito
941,2024-01-15,878,debito
942,2024-03-22,1496,credito
943,2024-09-10,2297,debito
